,sensorId_x,lon,lat,sensorId_y,boxId,boxName,phenomenon,sensorType,unit,day,value
70,5d91f4bb5f3de0001ab6bb78,7.631939,51.954339,5d91f4bb5f3de0001ab6bb79,5d91f4bb5f3de0001ab6bb78,Reedu GmbH & Co. KG,PM2.5,SDS 011,µg/m³,2024-01-21T18:00:00.000Z,1.6914359861591697
71,5d91f4bb5f3de0001ab6bb78,7.631939,51.954339,5d91f4bb5f3de0001ab6bb79,5d91f4bb5f3de0001ab6bb78,Reedu GmbH & Co. KG,PM2.5,SDS 011,µg/m³,2024-01-22T19:00:00.000Z,2.2805841924398624
72,5e98843845f937001cf26c6d,7.543988,51.993367,5e98843845f937001cf26c6e,5e98843845f937001cf26c6d,Nienberge Garten,PM2.5,SDS 011,µg/m³,2024-01-15T12:00:00.000Z,9.29330357142857
73,5e98843845f937001cf26c6d,7.543988,51.993367,5e98843845f937001cf26c6e,5e98843845f937001cf26c6d,Nienberge Garten,PM2.5,SDS 011,µg/m³,2024-01-16T13:00:00.000Z,12.921666666666663
74,5e98843845f937001cf26c6d,7.543988,51.993367,5e98843845f937001cf26c6e,5e98843845f937001cf26c6d,Nienberge Garten,PM2.5,SDS 011,µg/m³,2024-01-17T14:00:00.000Z,25.924312590448626
75,5e98843845f937001cf26c6d,7.543988,51.993367,5e98843845f937001cf26c6e,5e98843845f937001cf26c6d,Nienberge Garten,PM2.5,SDS 011,µg/m³,2024-01-18T15:00:00.000Z,18.76576980568012
76,5f4542b8badf01001bd5cf24,7.723412,51.910651,5f4542b8badf01001bd5cf28,5f4542b8badf01001bd5cf24,Lufdaten.info,PM2.5,SDS 011,µg/m³,2024-01-14T11:00:00.000Z,9.632676767676768
77,5f4542b8badf01001bd5cf24,7.723412,51.910651,5f4542b8badf01001bd5cf28,5f4542b8badf01001bd5cf24,Lufdaten.info,PM2.5,SDS 011,µg/m³,2024-01-15T12:00:00.000Z,3.5476061120543294
78,5f4542b8badf01001bd5cf24,7.723412,51.910651,5f4542b8badf01001bd5cf28,5f4542b8badf01001bd5cf24,Lufdaten.info,PM2.5,SDS 011,µg/m³,2024-01-16T13:00:00.000Z,5.586973244147157
79,5f4542b8badf01001bd5cf24,7.723412,51.910651,5f4542b8badf01001bd5cf28,5f4542b8badf01001bd5cf24,Lufdaten.info,PM2.5,SDS 011,µg/m³,2024-01-17T14:00:00.000Z,10.792201986754966
80,5f4542b8badf01001bd5cf24,7.723412,51.910651,5f4542b8badf01001bd5cf28,5f4542b8badf01001bd5cf24,Lufdaten.info,PM2.5,SDS 011,µg/m³,2024-01-18T15:00:00.000Z,9.70495
81,5f4542b8badf01001bd5cf24,7.723412,51.910651,5f4542b8badf01001bd5cf28,5f4542b8badf01001bd5cf24,Lufdaten.info,PM2.5,SDS 011,µg/m³,2024-01-19T16:00:00.000Z,14.195207296849086
82,5f4542b8badf01001bd5cf24,7.723412,51.910651,5f4542b8badf01001bd5cf28,5f4542b8badf01001bd5cf24,Lufdaten.info,PM2.5,SDS 011,µg/m³,2024-01-20T17:00:00.000Z,3.7289
83,5f4542b8badf01001bd5cf24,7.723412,51.910651,5f4542b8badf01001bd5cf28,5f4542b8badf01001bd5cf24,Lufdaten.info,PM2.5,SDS 011,µg/m³,2024-01-21T18:00:00.000Z,2.8076638655462185
84,5f4542b8badf01001bd5cf24,7.723412,51.910651,5f4542b8badf01001bd5cf28,5f4542b8badf01001bd5cf24,Lufdaten.info,PM2.5,SDS 011,µg/m³,2024-01-22T19:00:00.000Z,3.2274376039933443
